Site,Year,Sex,Survival,SVL (mm),Mass (g),Log10 SVL,Log10 Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Kidd Cay,2003,m,1,59,5.3,1.770852012,0.799340549,4.077537444,1.667706821,0.013806042,4.376425061,0.571403038,0.670196672,0.404869279,0.235191578,3.067484663
Kidd Cay,2003,m,0,59,5.4,1.770852012,0.806179974,4.077537444,1.686398954,0.020645467,4.458999118,0.571403038,0.745839637,0.605438913,0.421169186,0
Kidd Cay,2003,m,0,59,5.2,1.770852012,0.792391689,4.077537444,1.648658626,0.006857182,4.293851003,0.571403038,0.594553707,0.201090395,0.04921397,0
Kidd Cay,2003,m,0,59,4.4,1.770852012,0.73239376,4.077537444,1.481604541,-0.053140747,3.633258541,0.571403038,-0.010590015,-1.558379684,-1.43860689,0
Kidd Cay,2003,m,0,59,5.2,1.770852012,0.792391689,4.077537444,1.648658626,0.006857182,4.293851003,0.571403038,0.594553707,0.201090395,0.04921397,0
Kidd Cay,2003,m,0,59,5.5,1.770852012,0.812913357,4.077537444,1.704748092,0.02737885,4.541573176,0.571403038,0.821482602,0.802898815,0.607146793,0
Kidd Cay,2003,m,0,59,5.2,1.770852012,0.792391689,4.077537444,1.648658626,0.006857182,4.293851003,0.571403038,0.594553707,0.201090395,0.04921397,0
Kidd Cay,2003,m,0,59,5.1,1.770852012,0.785329835,4.077537444,1.62924054,-0.000204672,4.211276945,0.571403038,0.518910741,-0.006002112,-0.136763637,0
Kidd Cay,2003,m,1,59,5.4,1.770852012,0.806179974,4.077537444,1.686398954,0.020645467,4.458999118,0.571403038,0.745839637,0.605438913,0.421169186,3.067484663
Kidd Cay,2003,m,0,60,6,1.77815125,0.84509804,4.094344562,1.791759469,0.041073517,4.676354147,0.750134048,1.199697428,1.204501951,0.910707539,0
Kidd Cay,2003,m,0,60,5.2,1.77815125,0.792391689,4.094344562,1.648658626,-0.011632834,4.052840261,0.750134048,0.594553707,-0.341138827,-0.493603016,0
Kidd Cay,2003,m,0,60,5,1.77815125,0.77815125,4.094344562,1.609437912,-0.025873273,3.896961789,0.750134048,0.443267776,-0.758747012,-0.844680655,0
Kidd Cay,2003,m,0,60,5.8,1.77815125,0.832508913,4.094344562,1.757857918,0.028484389,4.520475676,0.750134048,1.048411498,0.835319332,0.5596299,0
Kidd Cay,2003,m,1,60,5.1,1.77815125,0.785329835,4.094344562,1.62924054,-0.018694688,3.974901025,0.750134048,0.518910741,-0.548231334,-0.669141835,3.067484663
Kidd Cay,2003,m,0,60,5.4,1.77815125,0.806179974,4.094344562,1.686398954,0.00215545,4.208718732,0.750134048,0.745839637,0.063209692,-0.142525377,0
Kidd Cay,2003,m,0,60,4.8,1.77815125,0.763427994,4.094344562,1.568615918,-0.04059653,3.741083318,0.750134048,0.291981846,-1.190514074,-1.195758293,0
Kidd Cay,2003,m,0,60,5.5,1.77815125,0.812913357,4.094344562,1.704748092,0.008888833,4.286657968,0.750134048,0.821482602,0.260669594,0.033013442,0
Kidd Cay,2003,m,0,60,5.6,1.77815125,0.819543936,4.094344562,1.722766598,0.015519412,4.364597204,0.750134048,0.897125567,0.455114723,0.208552261,0
Kidd Cay,2003,m,0,61,5.2,1.785329835,0.792391689,4.110873864,1.648658626,-0.029817216,3.829011682,0.928865058,0.594553707,-0.87440517,-0.997721436,0
Kidd Cay,2003,m,1,61,5.3,1.785329835,0.799340549,4.110873864,1.667706821,-0.022868356,3.902646522,0.928865058,0.670196672,-0.670626286,-0.831877202,3.067484663
Kidd Cay,2003,m,0,61,5.7,1.785329835,0.826074803,4.110873864,1.740466175,0.003865897,4.197185882,0.928865058,0.972768533,0.11336941,-0.168500265,0
Kidd Cay,2003,m,1,61,5.3,1.785329835,0.799340549,4.110873864,1.667706821,-0.022868356,3.902646522,0.928865058,0.670196672,-0.670626286,-0.831877202,3.067484663
Kidd Cay,2003,m,0,61,5.6,1.785329835,0.819543936,4.110873864,1.722766598,-0.00266497,4.123551042,0.928865058,0.897125567,-0.078151621,-0.334344499,0
Kidd Cay,2003,m,1,61,6,1.785329835,0.84509804,4.110873864,1.791759469,0.022889134,4.418090403,0.928865058,1.199697428,0.671235607,0.329032438,3.067484663
Kidd Cay,2003,m,0,61,5.9,1.785329835,0.838849091,4.110873864,1.774952351,0.016640185,4.344455563,0.928865058,1.124054463,0.487981963,0.163188204,0
Kidd Cay,2003,m,1,61,5.2,1.785329835,0.792391689,4.110873864,1.648658626,-0.029817216,3.829011682,0.928865058,0.594553707,-0.87440517,-0.997721436,3.067484663
Kidd Cay,2003,m,1,61,5.1,1.785329835,0.785329835,4.110873864,1.62924054,-0.036879071,3.755376842,0.928865058,0.518910741,-1.081497677,-1.163565671,3.067484663
Kidd Cay,2003,m,0,62,5.8,1.792391689,0.832508913,4.127134385,1.757857918,-0.007588681,4.038682824,1.107596068,1.048411498,-0.222541972,-0.525489135,0
Kidd Cay,2003,m,0,62,5.5,1.792391689,0.812913357,4.127134385,1.704748092,-0.027184237,3.829785437,1.107596068,0.821482602,-0.79719171,-0.995978746,0
Kidd Cay,2003,m,1,62,5.9,1.792391689,0.838849091,4.127134385,1.774952351,-0.001248503,4.108315287,1.107596068,1.124054463,-0.036612998,-0.368659264,3.067484663
Kidd Cay,2003,m,0,62,6.2,1.792391689,0.857332496,4.127134385,1.824549292,0.017234902,4.317212674,1.107596068,1.350983359,0.50542236,0.101830347,0
Kidd Cay,2003,m,0,62,6.3,1.792391689,0.86332286,4.127134385,1.840549633,0.023225266,4.386845137,1.107596068,1.426626324,0.681092849,0.258660218,0
Kidd Cay,2003,m,1,62,6,1.792391689,0.84509804,4.127134385,1.791759469,0.005000446,4.177947749,1.107596068,1.199697428,0.146640647,-0.211829394,3.067484663
Kidd Cay,2003,m,0,62,6.1,1.792391689,0.851258349,4.127134385,1.808288771,0.011160755,4.247580212,1.107596068,1.275340393,0.327294861,-0.054999523,0
Kidd Cay,2003,m,0,62,6.2,1.792391689,0.857332496,4.127134385,1.824549292,0.017234902,4.317212674,1.107596068,1.350983359,0.50542236,0.101830347,0
Kidd Cay,2003,m,1,62,5.8,1.792391689,0.832508913,4.127134385,1.757857918,-0.007588681,4.038682824,1.107596068,1.048411498,-0.222541972,-0.525489135,3.067484663
Kidd Cay,2003,m,0,62,5.7,1.792391689,0.826074803,4.127134385,1.740466175,-0.014022791,3.969050362,1.107596068,0.972768533,-0.41122555,-0.682319005,0
Kidd Cay,2003,m,0,63,4.8,1.799340549,0.763427994,4.143134726,1.568615918,-0.094272057,3.163513991,1.286327078,0.291981846,-2.764576459,-2.496590109,0
Kidd Cay,2003,m,1,63,6.9,1.799340549,0.897627091,4.143134726,1.931521412,0.03992704,4.547551363,1.286327078,1.880484115,1.170880953,0.620611177,3.067484663
Kidd Cay,2003,m,0,64,5.3,1.806179974,0.799340549,4.158883083,1.667706821,-0.075684743,3.309003981,1.465058088,0.670196672,-2.219493918,-2.168909952,0
Kidd Cay,2003,m,0,64,4.8,1.806179974,0.763427994,4.158883083,1.568615918,-0.111597298,2.996833794,1.465058088,0.291981846,-3.272648049,-2.871995959,0
Kidd Cay,2003,m,1,65,6,1.812913357,0.84509804,4.17438727,1.791759469,-0.046983874,3.551648961,1.643789097,1.199697428,-1.377826218,-1.62241225,3.067484663
Kidd Cay,2003,m,1,65,6.6,1.812913357,0.880813592,4.17438727,1.887069649,-0.011268322,3.906813857,1.643789097,1.653555219,-0.330449319,-0.822491313,3.067484663
Kidd Cay,2003,m,0,65,7.5,1.812913357,0.929418926,4.17438727,2.014903021,0.037337012,4.439561201,1.643789097,2.334341906,1.094927028,0.377390093,0
Kidd Cay,2003,m,0,66,7,1.819543936,0.903089987,4.189654742,1.945910149,-0.005788132,3.931764746,1.822520107,1.95612708,-0.169739954,-0.766295618,0
Kidd Cay,2004,m,1,40,1.4,1.602059991,0.380211242,3.688879454,0.336472237,0.059365115,4.633095235,-3.08725531,-2.155231561,1.465805313,1.824120076,3.03030303
Kidd Cay,2004,m,0,42,1.4,1.62324929,0.380211242,3.737669618,0.336472237,0.003414837,3.849786525,-2.670762182,-2.155231561,0.084316968,0.121275055,0
Kidd Cay,2004,m,1,42,1.45,1.62324929,0.389166084,3.737669618,0.371563556,0.01236968,3.987278901,-2.670762182,-2.112349914,0.305424194,0.420171524,3.03030303
Kidd Cay,2004,m,1,43,1.1,1.633468456,0.322219295,3.761200116,0.09531018,-0.081560784,2.766364142,-2.462515618,-2.412521441,-2.013846507,-2.233990996,3.03030303
Kidd Cay,2004,m,1,44,1.8,1.643452676,0.447158031,3.784189634,0.587786665,0.017014649,4.148480604,-2.254269055,-1.812178388,0.420114789,0.770610009,3.03030303
Kidd Cay,2004,m,0,44,1.9,1.643452676,0.462397998,3.784189634,0.641853886,0.032254616,4.378951749,-2.254269055,-1.726415094,0.79641026,1.271634237,0
Kidd Cay,2004,m,0,45,1.9,1.653212514,0.462397998,3.80666249,0.641853886,0.006483796,4.02088653,-2.046022491,-1.726415094,0.16009372,0.493231587,0
Kidd Cay,2004,m,0,46,2.3,1.662757832,0.51851394,3.828641396,0.832909123,0.037395356,4.477772509,-1.837775927,-1.383361921,0.923342111,1.486461977,0
Kidd Cay,2004,m,0,47,2,1.672097858,0.477121255,3.850147602,0.693147181,-0.02865964,3.58847104,-1.629529363,-1.640651801,-0.707645427,-0.446802087,0
Kidd Cay,2004,m,1,47,2,1.672097858,0.477121255,3.850147602,0.693147181,-0.02865964,3.58847104,-1.629529363,-1.640651801,-0.707645427,-0.446802087,3.03030303
Kidd Cay,2004,m,0,47,2,1.672097858,0.477121255,3.850147602,0.693147181,-0.02865964,3.58847104,-1.629529363,-1.640651801,-0.707645427,-0.446802087,0
Kidd Cay,2004,m,1,49,2.45,1.69019608,0.537819095,3.891820298,0.896088025,-0.015750098,3.752707225,-1.213036235,-1.254716981,-0.388891317,-0.089766903,3.03030303
Kidd Cay,2004,m,0,49,2.5,1.69019608,0.544068044,3.891820298,0.916290732,-0.009501149,3.829293086,-1.213036235,-1.211835334,-0.234596273,0.076724101,0
Kidd Cay,2004,m,0,50,2.9,1.698970004,0.591064607,3.912023005,1.064710737,0.014327894,4.114061506,-1.004789671,-0.868782161,0.353775157,0.695785883,0
Kidd Cay,2004,m,1,50,2.5,1.698970004,0.544068044,3.912023005,0.916290732,-0.032668669,3.546604747,-1.004789671,-1.211835334,-0.806633798,-0.537815768,3.03030303
Kidd Cay,2004,m,0,51,2.7,1.707570176,0.568201724,3.931825633,0.993251773,-0.031243716,3.552959806,-0.796543107,-1.040308748,-0.771449772,-0.524000421,0
Kidd Cay,2004,m,0,52,3.1,1.716003344,0.612783857,3.951243719,1.131402111,-0.008929336,3.789447723,-0.588296543,-0.697255575,-0.220477423,-0.009896254,0
Kidd Cay,2004,m,0,52,2.7,1.716003344,0.568201724,3.951243719,0.993251773,-0.053511468,3.300486726,-0.588296543,-1.040308748,-1.321270822,-1.072854943,0
Kidd Cay,2004,m,1,52,3,1.716003344,0.602059991,3.951243719,1.098612289,-0.019653201,3.667207474,-0.588296543,-0.783018868,-0.485264223,-0.275635927,3.03030303
Kidd Cay,2004,m,1,52,3.9,1.716003344,0.69019608,3.951243719,1.360976553,0.068482888,4.767369716,-0.588296543,-0.011149228,1.690935498,2.116021122,3.03030303
Kidd Cay,2004,m,1,52,3.4,1.716003344,0.643452676,3.951243719,1.223775432,0.021739484,4.15616847,-0.588296543,-0.439965695,0.536777386,0.787322762,3.03030303
Kidd Cay,2004,m,0,52,2.3,1.716003344,0.51851394,3.951243719,0.832909123,-0.103199252,2.81152573,-0.588296543,-1.383361921,-2.548129691,-2.135813631,0
Kidd Cay,2004,m,0,53,3.8,1.72427587,0.681241237,3.970291914,1.335001067,0.037684466,4.321109924,-0.380049979,-0.096912521,0.930480643,1.145891139,0
Kidd Cay,2004,m,0,53,3.7,1.72427587,0.672097858,3.970291914,1.30833282,0.028541087,4.207396505,-0.380049979,-0.182675815,0.704718188,0.898688054,0
Kidd Cay,2004,m,0,53,4.2,1.72427587,0.716003344,3.970291914,1.435084525,0.072446572,4.7759636,-0.380049979,0.246140652,1.788804254,2.134703478,0
Kidd Cay,2004,m,0,53,3.4,1.72427587,0.643452676,3.970291914,1.223775432,-0.000104095,3.866256248,-0.380049979,-0.439965695,-0.002570243,0.157078799,0
Kidd Cay,2004,m,0,54,3.8,1.73239376,0.681241237,3.988984047,1.335001067,0.016249202,4.025128996,-0.171803415,-0.096912521,0.401214871,0.50245434,0
Kidd Cay,2004,m,0,54,3.7,1.73239376,0.672097858,3.988984047,1.30833282,0.007105823,3.919204549,-0.171803415,-0.182675815,0.175452416,0.272183802,0
Kidd Cay,2004,m,0,54,3.1,1.73239376,0.612783857,3.988984047,1.131402111,-0.052208178,3.283657865,-0.171803415,-0.697255575,-1.289090824,-1.109439423,0
Kidd Cay,2004,m,0,54,3,1.73239376,0.602059991,3.988984047,1.098612289,-0.062932044,3.177733418,-0.171803415,-0.783018868,-1.553877624,-1.33970996,0
Kidd Cay,2004,m,0,54,4.1,1.73239376,0.707570176,3.988984047,1.410986974,0.042578141,4.342902338,-0.171803415,0.160377358,1.051312123,1.193265953,0
Kidd Cay,2004,m,0,54,3.4,1.73239376,0.643452676,3.988984047,1.223775432,-0.021539359,3.601431207,-0.171803415,-0.439965695,-0.531836015,-0.41862781,0
Kidd Cay,2004,m,0,55,3.4,1.740362689,0.643452676,4.007333185,1.223775432,-0.042581293,3.359116502,0.036443149,-0.439965695,-1.051389939,-0.945398908,0
Kidd Cay,2004,m,0,55,4.2,1.740362689,0.716003344,4.007333185,1.435084525,0.029969375,4.149496856,0.036443149,0.246140652,0.739984559,0.772819252,0
Kidd Cay,2004,m,0,55,4,1.740362689,0.698970004,4.007333185,1.386294361,0.012936035,3.951901767,0.036443149,0.074614065,0.31940828,0.343264712,0
Kidd Cay,2004,m,0,55,4.9,1.740362689,0.770852012,4.007333185,1.589235205,0.084818043,4.841079665,0.036443149,0.846483705,2.094272658,2.276260142,0
Kidd Cay,2004,m,0,55,3.1,1.740362689,0.612783857,4.007333185,1.131402111,-0.073250112,3.06272387,0.036443149,-0.697255575,-1.808644748,-1.589730718,0
Kidd Cay,2004,m,0,55,3.5,1.740362689,0.653212514,4.007333185,1.252762968,-0.032821455,3.457914046,0.036443149,-0.354202401,-0.810406302,-0.730621638,0
Kidd Cay,2004,m,1,55,4.3,1.740362689,0.72427587,4.007333185,1.458615023,0.038241901,4.2482944,0.036443149,0.331903945,0.944244459,0.987596522,3.03030303
Kidd Cay,2004,m,1,55,3.3,1.740362689,0.633468456,4.007333185,1.193922468,-0.052565513,3.260318958,0.036443149,-0.525728988,-1.297913912,-1.160176178,3.03030303
Kidd Cay,2004,m,0,55,3.8,1.740362689,0.681241237,4.007333185,1.335001067,-0.004792732,3.754306679,0.036443149,-0.096912521,-0.118339053,-0.086289828,0
Kidd Cay,2004,m,0,55,3.3,1.740362689,0.633468456,4.007333185,1.193922468,-0.052565513,3.260318958,0.036443149,-0.525728988,-1.297913912,-1.160176178,0
Kidd Cay,2004,m,0,55,4.7,1.740362689,0.755874856,4.007333185,1.547562509,0.069840887,4.643484577,0.036443149,0.674957118,1.724466337,1.846705602,0
Kidd Cay,2004,m,0,55,3.7,1.740362689,0.672097858,4.007333185,1.30833282,-0.013936111,3.655509135,0.036443149,-0.182675815,-0.344101508,-0.301067098,0
Kidd Cay,2004,m,0,55,4.3,1.740362689,0.72427587,4.007333185,1.458615023,0.038241901,4.2482944,0.036443149,0.331903945,0.944244459,0.987596522,0
Kidd Cay,2004,m,1,55,3.8,1.740362689,0.681241237,4.007333185,1.335001067,-0.004792732,3.754306679,0.036443149,-0.096912521,-0.118339053,-0.086289828,3.03030303
Kidd Cay,2004,m,0,55,4.3,1.740362689,0.72427587,4.007333185,1.458615023,0.038241901,4.2482944,0.036443149,0.331903945,0.944244459,0.987596522,0
Kidd Cay,2004,m,0,56,4.2,1.748188027,0.716003344,4.025351691,1.435084525,0.009306595,3.875167317,0.244689713,0.246140652,0.229792478,0.176450689,0
Kidd Cay,2004,m,1,56,4.9,1.748188027,0.770852012,4.025351691,1.589235205,0.064155263,4.521028536,0.244689713,0.846483705,1.584080577,1.580496818,3.03030303
Kidd Cay,2004,m,0,56,4.3,1.748188027,0.72427587,4.025351691,1.458615023,0.017579121,3.967433205,0.244689713,0.331903945,0.434052379,0.377028707,0
Kidd Cay,2004,m,1,56,4.8,1.748188027,0.763427994,4.025351691,1.568615918,0.056731245,4.428762648,0.244689713,0.760720412,1.400771489,1.3799188,3.03030303
Kidd Cay,2004,m,0,56,3.8,1.748188027,0.681241237,4.025351691,1.335001067,-0.025455511,3.506103763,0.244689713,-0.096912521,-0.628531133,-0.625861385,0
Kidd Cay,2004,m,1,56,4.6,1.748188027,0.748188027,4.025351691,1.526056303,0.041491279,4.244230871,0.244689713,0.589193825,1.024476018,0.978762763,3.03030303
Kidd Cay,2004,m,0,56,4.1,1.748188027,0.707570176,4.025351691,1.410986974,0.000873428,3.782901428,0.244689713,0.160377358,0.021566119,-0.024127329,0
Kidd Cay,2004,m,1,56,4.7,1.748188027,0.755874856,4.025351691,1.547562509,0.049178107,4.336496759,0.244689713,0.674957118,1.214274257,1.179340781,3.03030303
Kidd Cay,2004,m,1,56,4,1.748188027,0.698970004,4.025351691,1.386294361,-0.007726744,3.69063554,0.244689713,0.074614065,-0.190783801,-0.224705348,3.03030303
Kidd Cay,2004,m,0,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.019423619,3.537087662,0.452936277,0.160377358,-0.479595537,-0.558505083,0
Kidd Cay,2004,m,1,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.019423619,3.537087662,0.452936277,0.160377358,-0.479595537,-0.558505083,3.03030303
Kidd Cay,2004,m,0,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.013368894,3.882169385,0.452936277,0.503430532,0.330096152,0.191672576,0
Kidd Cay,2004,m,0,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.019423619,3.537087662,0.452936277,0.160377358,-0.479595537,-0.558505083,0
Kidd Cay,2004,m,0,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.013368894,3.882169385,0.452936277,0.503430532,0.330096152,0.191672576,0
Kidd Cay,2004,m,0,57,4.9,1.755874856,0.770852012,4.043051268,1.589235205,0.043858216,4.227251108,0.452936277,0.846483705,1.082918921,0.941850235,0
Kidd Cay,2004,m,0,57,4.3,1.755874856,0.72427587,4.043051268,1.458615023,-0.002717926,3.709628524,0.452936277,0.331903945,-0.067109278,-0.183416253,0
Kidd Cay,2004,m,0,57,4.2,1.755874856,0.716003344,4.043051268,1.435084525,-0.010990452,3.623358093,0.452936277,0.246140652,-0.271369178,-0.370960668,0
Kidd Cay,2004,m,0,57,4.3,1.755874856,0.72427587,4.043051268,1.458615023,-0.002717926,3.709628524,0.452936277,0.331903945,-0.067109278,-0.183416253,0
Kidd Cay,2004,m,1,57,4.5,1.755874856,0.740362689,4.043051268,1.504077397,0.013368894,3.882169385,0.452936277,0.503430532,0.330096152,0.191672576,3.03030303
Kidd Cay,2004,m,0,57,5.3,1.755874856,0.799340549,4.043051268,1.667706821,0.072346754,4.572332831,0.452936277,1.189536878,1.786339608,1.692027894,0
Kidd Cay,2004,m,0,57,4.3,1.755874856,0.72427587,4.043051268,1.458615023,-0.002717926,3.709628524,0.452936277,0.331903945,-0.067109278,-0.183416253,0
Kidd Cay,2004,m,1,57,4.3,1.755874856,0.72427587,4.043051268,1.458615023,-0.002717926,3.709628524,0.452936277,0.331903945,-0.067109278,-0.183416253,3.03030303
Kidd Cay,2004,m,0,57,3.9,1.755874856,0.69019608,4.043051268,1.360976553,-0.036797715,3.3645468,0.452936277,-0.011149228,-0.908585563,-0.933593912,0
Kidd Cay,2004,m,0,58,4.7,1.763427994,0.755874856,4.060443011,1.547562509,0.008937023,3.795667079,0.66118284,0.674957118,0.220667242,0.003624085,0
Kidd Cay,2004,m,0,58,3.7,1.763427994,0.672097858,4.060443011,1.30833282,-0.074839974,2.988078339,0.66118284,-0.182675815,-1.847900603,-1.752003611,0
Kidd Cay,2004,m,0,58,4.2,1.763427994,0.716003344,4.060443011,1.435084525,-0.030934489,3.391872709,0.66118284,0.246140652,-0.763814536,-0.874189763,0
Kidd Cay,2004,m,0,58,4.3,1.763427994,0.72427587,4.060443011,1.458615023,-0.022661963,3.472631583,0.66118284,0.331903945,-0.559554636,-0.698626993,0
Kidd Cay,2004,m,1,58,4.7,1.763427994,0.755874856,4.060443011,1.547562509,0.008937023,3.795667079,0.66118284,0.674957118,0.220667242,0.003624085,3.03030303
Kidd Cay,2004,m,0,58,4.4,1.763427994,0.73239376,4.060443011,1.481604541,-0.014544073,3.553390457,0.66118284,0.417667238,-0.359112902,-0.523064224,0
Kidd Cay,2004,m,0,58,4,1.763427994,0.698970004,4.060443011,1.386294361,-0.047967828,3.230354961,0.66118284,0.074614065,-1.184390815,-1.225315302,0
Kidd Cay,2004,m,1,58,4.5,1.763427994,0.740362689,4.060443011,1.504077397,-0.006575143,3.634149331,0.66118284,0.503430532,-0.162349206,-0.347501454,3.03030303
Kidd Cay,2004,m,0,59,5.1,1.770852012,0.785329835,4.077537444,1.62924054,0.018788906,3.859924933,0.869429404,1.018010292,0.463923608,0.143315071,0
Kidd Cay,2004,m,0,59,3.8,1.770852012,0.681241237,4.077537444,1.335001067,-0.085299692,2.876022499,0.869429404,-0.096912521,-2.106165223,-1.995603263,0
Kidd Cay,2004,m,0,59,4.6,1.770852012,0.748188027,4.077537444,1.526056303,-0.018352902,3.48150092,0.869429404,0.589193825,-0.453158072,-0.679345826,0
Kidd Cay,2004,m,1,59,4.8,1.770852012,0.763427994,4.077537444,1.568615918,-0.003112935,3.632870525,0.869429404,0.760720412,-0.076862601,-0.350281467,3.03030303
Kidd Cay,2004,m,1,59,4.7,1.770852012,0.755874856,4.077537444,1.547562509,-0.010666073,3.557185722,0.869429404,0.674957118,-0.263359833,-0.514813647,3.03030303
Kidd Cay,2004,m,0,59,4.5,1.770852012,0.740362689,4.077537444,1.504077397,-0.026178239,3.405816117,0.869429404,0.503430532,-0.646376282,-0.843878006,0
Kidd Cay,2004,m,0,59,5.1,1.770852012,0.785329835,4.077537444,1.62924054,0.018788906,3.859924933,0.869429404,1.018010292,0.463923608,0.143315071,0
Kidd Cay,2004,m,0,59,4.8,1.770852012,0.763427994,4.077537444,1.568615918,-0.003112935,3.632870525,0.869429404,0.760720412,-0.076862601,-0.350281467,0
Kidd Cay,2004,m,1,60,5.2,1.77815125,0.792391689,4.094344562,1.648658626,0.006577143,3.692360667,1.077675968,1.103773585,0.162398605,-0.220955072,3.03030303
Kidd Cay,2004,m,1,60,5.2,1.77815125,0.792391689,4.094344562,1.648658626,0.006577143,3.692360667,1.077675968,1.103773585,0.162398605,-0.220955072,3.03030303
Kidd Cay,2004,m,1,60,4.7,1.77815125,0.755874856,4.094344562,1.547562509,-0.02993969,3.337325987,1.077675968,0.674957118,-0.739251613,-0.992769593,3.03030303
Kidd Cay,2004,m,0,60,5.8,1.77815125,0.832508913,4.094344562,1.757857918,0.046694367,4.118402282,1.077675968,1.618353345,1.152947326,0.705222352,0
Kidd Cay,2004,m,0,60,4.7,1.77815125,0.755874856,4.094344562,1.547562509,-0.02993969,3.337325987,1.077675968,0.674957118,-0.739251613,-0.992769593,0
Kidd Cay,2004,m,1,60,5.3,1.77815125,0.799340549,4.094344562,1.667706821,0.013526003,3.763367603,1.077675968,1.189536878,0.333975394,-0.066592168,3.03030303
Kidd Cay,2004,m,0,61,6.3,1.785329835,0.86332286,4.110873864,1.840549633,0.058553284,4.201374687,1.285922532,2.047169811,1.445760095,0.885597146,0
Kidd Cay,2004,m,1,61,4.8,1.785329835,0.763427994,4.110873864,1.568615918,-0.041341583,3.201047381,1.285922532,0.760720412,-1.02077982,-1.289027433,3.03030303
Kidd Cay,2004,m,0,62,6.1,1.792391689,0.851258349,4.127134385,1.808288771,0.027841968,3.824493265,1.494169096,1.875643225,0.687455993,0.066289706,0
Kidd Cay,2004,m,1,63,8.2,1.799340549,0.963787827,4.143134726,2.104134154,0.122023003,4.838157982,1.70241566,3.676672384,3.012913663,2.269908657,3.03030303
Kidd Cay,2004,m,1,64,5.15,1.806179974,0.788875116,4.158883083,1.638996715,-0.070949187,2.862272425,1.910662224,1.060891938,-1.751831786,-2.025494729,3.03030303
Kidd Cay,2005,m,0,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,0.033767302,4.403984981,-2.708601521,-1.985605419,0.703485454,1.010408662,0
Kidd Cay,2005,m,1,42,2,1.62324929,0.477121255,3.737669618,0.693147181,0.070958942,5.063261082,-2.513555686,-1.646909399,1.478311285,2.156975795,2.364066194
Kidd Cay,2005,m,1,42.5,1.49,1.62838893,0.396199347,3.749504076,0.39877612,-0.022219144,3.620319549,-2.416032768,-2.078746825,-0.462898833,-0.352487741,2.364066194
Kidd Cay,2005,m,0,43,1.7,1.633468456,0.431363764,3.761200116,0.530628251,0.000832445,3.966235755,-2.31850985,-1.900931414,0.01734261,0.24910566,0
Kidd Cay,2005,m,1,44.5,1.95,1.648360011,0.469822016,3.795489189,0.667829373,0.003779734,4.039016492,-2.025941096,-1.689246401,0.078744454,0.375680856,2.364066194
Kidd Cay,2005,m,1,46,1.92,1.662757832,0.465382851,3.828641396,0.652325186,-0.034993016,3.544601428,-1.733372343,-1.714648603,-0.729021167,-0.484171429,2.364066194
Kidd Cay,2005,m,0,46,2.4,1.662757832,0.531478917,3.828641396,0.875468737,0.03110305,4.430751786,-1.733372343,-1.308213378,0.647980206,1.056959627,0
Kidd Cay,2005,m,1,46,1.85,1.662757832,0.45484486,3.828641396,0.615185639,-0.045531007,3.415371168,-1.733372343,-1.773920406,-0.948562646,-0.708919708,2.364066194
Kidd Cay,2005,m,0,46,1.78,1.662757832,0.444044796,3.828641396,0.576613364,-0.056331071,3.286140908,-1.733372343,-1.83319221,-1.173563979,-0.933667987,0
Kidd Cay,2005,m,0,46,2.16,1.662757832,0.499687083,3.828641396,0.770108222,-0.000688785,3.987676607,-1.733372343,-1.511430991,-0.014349688,0.286394099,0
Kidd Cay,2005,m,1,47,1.9,1.672097858,0.462397998,3.850147602,0.641853886,-0.060250447,3.255371442,-1.538326507,-1.731583404,-1.255217646,-0.987180101,2.364066194
Kidd Cay,2005,m,0,48,2.3,1.681241237,0.51851394,3.871201011,0.832909123,-0.025938152,3.663010085,-1.343280671,-1.392887384,-0.540378167,-0.278243331,0
Kidd Cay,2005,m,1,48,2.45,1.681241237,0.537819095,3.871201011,0.896088025,-0.006632997,3.901902047,-1.343280671,-1.265876376,-0.138187438,0.137220951,2.364066194
Kidd Cay,2005,m,1,48.5,2.24,1.685741739,0.51054501,3.881563798,0.806475866,-0.044639146,3.441415076,-1.245757753,-1.443691787,-0.929982208,-0.663625955,2.364066194
Kidd Cay,2005,m,0,49,2.3,1.69019608,0.51851394,3.891820298,0.832909123,-0.047292207,3.410011593,-1.148234835,-1.392887384,-0.985254313,-0.718240708,0
Kidd Cay,2005,m,0,49,2.5,1.69019608,0.544068044,3.891820298,0.916290732,-0.021738102,3.70653434,-1.148234835,-1.223539373,-0.452877125,-0.202548974,0
Kidd Cay,2005,m,0,50,2.44,1.698970004,0.536558443,3.912023005,0.891998039,-0.050170334,3.372590051,-0.953188999,-1.274343776,-1.045215292,-0.783321651,0
Kidd Cay,2005,m,0,50,2.74,1.698970004,0.572871602,3.912023005,1.00795792,-0.013857174,3.787252762,-0.953188999,-1.020321761,-0.288691125,-0.062169109,0
