Site,Year,Sex,Survival,SVL (mm),Mass (g),Log10 SVL,Log10 Mass,Ln SVL,Ln Mass,Ri Condition,Mi Condition,Std SVL,Std Mass,Std Ri Condition,Std Mi Condition,Relative W
Kidd Cay,2005,m,0,51,2.58,1.707570176,0.553883027,3.931825633,0.947789399,-0.053354043,3.32921803,-0.758143164,-1.155800169,-1.111542563,-0.858751252,0
Kidd Cay,2005,m,1,51,4.95,1.707570176,0.774516966,3.931825633,1.599387577,0.167279896,6.387453197,-0.758143164,0.850973751,3.484997833,4.459918603,2.364066194
Kidd Cay,2005,m,1,51,3.15,1.707570176,0.618048097,3.931825633,1.147402453,0.010811027,4.064742943,-0.758143164,-0.67315834,0.225229729,0.42042251,2.364066194
Kidd Cay,2005,m,0,51,3.07,1.707570176,0.609594409,3.931825633,1.121677562,0.00235734,3.961511377,-0.758143164,-0.740897544,0.04911124,0.240889351,0
Kidd Cay,2005,m,0,51,3.18,1.707570176,0.621176282,3.931825633,1.156881197,0.013939212,4.103454781,-0.758143164,-0.647756139,0.29040025,0.487747445,0
Kidd Cay,2005,m,1,51,2.77,1.707570176,0.57634135,3.931825633,1.01884732,-0.03089572,3.574393001,-0.758143164,-0.99491956,-0.643660833,-0.432359998,2.364066194
Kidd Cay,2005,m,1,51,2.6,1.707570176,0.556302501,3.931825633,0.955511445,-0.050934569,3.355025922,-0.758143164,-1.138865368,-1.061136854,-0.813867962,2.364066194
Kidd Cay,2005,m,0,52,3.03,1.716003344,0.605305046,3.951243719,1.10856262,-0.022042072,3.655052639,-0.563097328,-0.774767146,-0.459209833,-0.292082366,0
Kidd Cay,2005,m,0,52,2.7,1.716003344,0.568201724,3.951243719,0.993251773,-0.059145394,3.256977599,-0.563097328,-1.054191363,-1.232195708,-0.984386784,0
Kidd Cay,2005,m,1,52,3.6,1.716003344,0.662757832,3.951243719,1.280933845,0.035410713,4.342636799,-0.563097328,-0.292125318,0.737723194,0.903716173,2.364066194
Kidd Cay,2005,m,0,52,3.3,1.716003344,0.633468456,3.951243719,1.193922468,0.006121337,3.980750399,-0.563097328,-0.546147333,0.127527858,0.274348521,0
Kidd Cay,2005,m,0,52,3.9,1.716003344,0.69019608,3.951243719,1.360976553,0.062848962,4.704523199,-0.563097328,-0.038103302,1.309353369,1.533083825,0
Kidd Cay,2005,m,1,52,1.9,1.716003344,0.462397998,3.951243719,0.641853886,-0.16494912,2.2919472,-0.563097328,-1.731583404,-3.43644,-2.662700522,2.364066194
Kidd Cay,2005,m,0,52,4.12,1.716003344,0.709269961,3.951243719,1.415853163,0.081922843,4.969906559,-0.563097328,0.148179509,1.706725888,1.994620103,0
Kidd Cay,2005,m,1,53,3.3,1.72427587,0.633468456,3.970291914,1.193922468,-0.013605639,3.726070002,-0.368051492,-0.546147333,-0.283450813,-0.16857391,2.364066194
Kidd Cay,2005,m,0,53,3.14,1.72427587,0.617000341,3.970291914,1.1442228,-0.030073754,3.545412062,-0.368051492,-0.681625741,-0.626536542,-0.482761631,0
Kidd Cay,2005,m,0,53,3.3,1.72427587,0.633468456,3.970291914,1.193922468,-0.013605639,3.726070002,-0.368051492,-0.546147333,-0.283450813,-0.16857391,0
Kidd Cay,2005,m,1,53,4.48,1.72427587,0.738780558,3.970291914,1.499623046,0.091706464,5.058422305,-0.368051492,0.453005927,1.910551323,2.148560531,2.364066194
Kidd Cay,2005,m,1,53,3.55,1.72427587,0.658011397,3.970291914,1.266947603,0.010937302,4.008348032,-0.368051492,-0.33446232,0.22786045,0.322344404,2.364066194
Kidd Cay,2005,m,1,53,3.35,1.72427587,0.638489257,3.970291914,1.208960346,-0.008584838,3.782525608,-0.368051492,-0.50381033,-0.178850792,-0.070390248,2.364066194
Kidd Cay,2005,m,0,53,4.1,1.72427587,0.707570176,3.970291914,1.410986974,0.060496081,4.629359699,-0.368051492,0.131244708,1.260335023,1.402364694,0
Kidd Cay,2005,m,0,53,3.63,1.72427587,0.665580991,3.970291914,1.289232648,0.018506896,4.098677002,-0.368051492,-0.266723116,0.385560333,0.479438264,0
Kidd Cay,2005,m,1,54,3.3,1.73239376,0.633468456,3.988984047,1.193922468,-0.032963866,3.491996605,-0.173005656,-0.546147333,-0.686747208,-0.575658079,2.364066194
Kidd Cay,2005,m,1,54,3.45,1.73239376,0.648360011,3.988984047,1.238374231,-0.018072311,3.650723723,-0.173005656,-0.419136325,-0.376506479,-0.299610916,2.364066194
Kidd Cay,2005,m,1,54,3.35,1.73239376,0.638489257,3.988984047,1.208960346,-0.027943065,3.544905644,-0.173005656,-0.50381033,-0.582147188,-0.483642358,2.364066194
Kidd Cay,2005,m,1,54.5,5.4,1.736396502,0.806179974,3.998200702,1.686398954,0.130202562,5.534267075,-0.075482738,1.232006774,2.712553379,2.976116651,2.364066194
Kidd Cay,2005,m,1,55,3.8,1.740362689,0.681241237,4.007333185,1.335001067,-0.004194094,3.772969675,0.022040179,-0.122777307,-0.087376958,-0.087009261,2.364066194
Kidd Cay,2005,m,0,55,4.21,1.740362689,0.716837723,4.007333185,1.437462648,0.031402392,4.180053245,0.022040179,0.224386113,0.654216506,0.620962166,0
Kidd Cay,2005,m,0,55,3.5,1.740362689,0.653212514,4.007333185,1.252762968,-0.032222817,3.475103648,0.022040179,-0.376799323,-0.671308688,-0.605037134,0
Kidd Cay,2005,m,0,55,3.55,1.740362689,0.658011397,4.007333185,1.266947603,-0.027423934,3.524747986,0.022040179,-0.33446232,-0.571331958,-0.518699155,0
Kidd Cay,2005,m,1,55,4.3,1.740362689,0.72427587,4.007333185,1.458615023,0.038840539,4.269413053,0.022040179,0.300592718,0.809177888,0.776370528,2.364066194
Kidd Cay,2005,m,0,55,4.1,1.740362689,0.707570176,4.007333185,1.410986974,0.022134845,4.070835702,0.022040179,0.131244708,0.461142606,0.431018612,0
Kidd Cay,2005,m,1,55,4,1.740362689,0.698970004,4.007333185,1.386294361,0.013534673,3.971547026,0.022040179,0.046570703,0.28197236,0.258342655,2.364066194
Kidd Cay,2005,m,0,55,4.3,1.740362689,0.72427587,4.007333185,1.458615023,0.038840539,4.269413053,0.022040179,0.300592718,0.809177888,0.776370528,0
Kidd Cay,2005,m,1,55,4,1.740362689,0.698970004,4.007333185,1.386294361,0.013534673,3.971547026,0.022040179,0.046570703,0.28197236,0.258342655,2.364066194
Kidd Cay,2005,m,0,55,3.54,1.740362689,0.657055853,4.007333185,1.264126727,-0.028379478,3.514819118,0.022040179,-0.342929721,-0.591239125,-0.535966751,0
Kidd Cay,2005,m,1,55,3.8,1.740362689,0.681241237,4.007333185,1.335001067,-0.004194094,3.772969675,0.022040179,-0.122777307,-0.087376958,-0.087009261,2.364066194
Kidd Cay,2005,m,0,56,4.08,1.748188027,0.705863712,4.025351691,1.406096988,0.001767787,3.805380905,0.217086015,0.114309907,0.036828896,-0.030641905,0
Kidd Cay,2005,m,0,56,4,1.748188027,0.698970004,4.025351691,1.386294361,-0.005125921,3.730765593,0.217086015,0.046570703,-0.106790021,-0.160407665,0
Kidd Cay,2005,m,1,56,4.012,1.748188027,0.700011062,4.025351691,1.38928987,-0.004084863,3.74195789,0.217086015,0.056731583,-0.085101313,-0.140942801,2.364066194
Kidd Cay,2005,m,1,56,3.83,1.748188027,0.683947131,4.025351691,1.342864803,-0.020148795,3.572208055,0.217086015,-0.097375106,-0.419766563,-0.436159904,2.364066194
Kidd Cay,2005,m,1,56,4.98,1.748188027,0.776701184,4.025351691,1.605429891,0.072605259,4.644803163,0.217086015,0.876375953,1.512609556,1.429222892,2.364066194
Kidd Cay,2005,m,1,56,4.17,1.748188027,0.713490543,4.025351691,1.427916036,0.009394618,3.889323131,0.217086015,0.190516511,0.195721204,0.115344575,2.364066194
Kidd Cay,2005,m,0,56,4.35,1.748188027,0.728353782,4.025351691,1.470175845,0.024257857,4.057207582,0.217086015,0.342929721,0.505372015,0.407317534,0
Kidd Cay,2005,m,0,56,5.1,1.748188027,0.785329835,4.025351691,1.62924054,0.08123391,4.756726131,0.217086015,0.977984759,1.692373119,1.623871532,0
Kidd Cay,2005,m,1,56,4.33,1.748188027,0.726727209,4.025351691,1.465567542,0.022631284,4.038553754,0.217086015,0.32599492,0.471485077,0.374876094,2.364066194
Kidd Cay,2005,m,1,56,4.1,1.748188027,0.707570176,4.025351691,1.410986974,0.003474251,3.824034733,0.217086015,0.131244708,0.072380225,0.001799535,2.364066194
Kidd Cay,2005,m,0,56,4.38,1.748188027,0.730782276,4.025351691,1.477048724,0.02668635,4.085188324,0.217086015,0.368331922,0.555965633,0.455979694,0
Kidd Cay,2005,m,0,57,4,1.755874856,0.698970004,4.043051268,1.386294361,-0.023456222,3.508463644,0.412131851,0.046570703,-0.488671292,-0.54701975,0
Kidd Cay,2005,m,1,57,4.56,1.755874856,0.745074792,4.043051268,1.517322624,0.022648565,3.999648554,0.412131851,0.520745131,0.471845113,0.307214876,2.364066194
Kidd Cay,2005,m,1,57,4.51,1.755874856,0.741151599,4.043051268,1.506297154,0.018725373,3.955792758,0.412131851,0.478408129,0.390111931,0.230943927,2.364066194
Kidd Cay,2005,m,0,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.01485605,3.596175235,0.412131851,0.131244708,-0.309501042,-0.394477853,0
Kidd Cay,2005,m,0,57,5.91,1.755874856,0.839478047,4.043051268,1.776645831,0.117051821,5.183755033,0.412131851,1.6638442,2.438579608,2.366530493,0
Kidd Cay,2005,m,0,57,3.65,1.755874856,0.667452953,4.043051268,1.294727168,-0.054973273,3.201473075,0.412131851,-0.249788315,-1.145276521,-1.080916392,0
Kidd Cay,2005,m,1,57,4.1,1.755874856,0.707570176,4.043051268,1.410986974,-0.01485605,3.596175235,0.412131851,0.131244708,-0.309501042,-0.394477853,2.364066194
Kidd Cay,2005,m,1,58,5,1.763427994,0.77815125,4.060443011,1.609437912,0.037713527,4.128668862,0.607177687,0.893310754,0.785698488,0.531598021,2.364066194
Kidd Cay,2005,m,1,58,4.31,1.763427994,0.725094521,4.060443011,1.460937904,-0.015343202,3.558912559,0.607177687,0.309060119,-0.319650042,-0.459282506,2.364066194
Kidd Cay,2005,m,1,58,4.87,1.763427994,0.768638101,4.060443011,1.583093937,0.028200378,4.021323472,0.607177687,0.783234547,0.587507881,0.344910386,2.364066194
Kidd Cay,2005,m,0,58,4.2,1.763427994,0.716003344,4.060443011,1.435084525,-0.024434379,3.468081844,0.607177687,0.215918713,-0.509049563,-0.617248967,0
Kidd Cay,2005,m,1,58,4.76,1.763427994,0.760422483,4.060443011,1.560247668,0.019984761,3.930492757,0.607177687,0.690093141,0.416349177,0.186943925,2.364066194
Kidd Cay,2005,m,0,58,4.89,1.763427994,0.770115295,4.060443011,1.587192303,0.029677572,4.037838147,0.607177687,0.800169348,0.618282746,0.37363156,0
Kidd Cay,2005,m,0,58,4.66,1.763427994,0.752816431,4.060443011,1.539015448,0.012378708,3.84791938,0.607177687,0.605419136,0.257889754,0.043338051,0
Kidd Cay,2005,m,1,58,5.1,1.763427994,0.785329835,4.060443011,1.62924054,0.044892112,4.211242239,0.607177687,0.977984759,0.935252335,0.675203895,2.364066194
Kidd Cay,2005,m,0,58,3.6,1.763427994,0.662757832,4.060443011,1.280933845,-0.077679891,2.972641581,0.607177687,-0.292125318,-1.618331063,-1.478884207,0
Kidd Cay,2005,m,0,58,3.65,1.763427994,0.667452953,4.060443011,1.294727168,-0.07298477,3.013928269,0.607177687,-0.249788315,-1.520516042,-1.407081271,0
Kidd Cay,2005,m,0,58.5,5.2,1.767155866,0.792391689,4.069026754,1.648658626,0.043064342,4.167771933,0.704700605,1.062658764,0.897173781,0.599603362,0
Kidd Cay,2005,m,0,59,4.65,1.770852012,0.752048448,4.077537444,1.53686722,-0.006092868,3.618463813,0.802223523,0.596951736,-0.12693475,-0.355715109,0
Kidd Cay,2005,m,0,59,4.78,1.770852012,0.761927838,4.077537444,1.564440547,0.003786523,3.719625166,0.802223523,0.707027942,0.078885888,-0.179782319,0
Kidd Cay,2005,m,0,59,5,1.770852012,0.77815125,4.077537444,1.609437912,0.020009935,3.890821304,0.802223523,0.893310754,0.416873638,0.117950094,0
Kidd Cay,2005,m,1,59,5.6,1.770852012,0.819543936,4.077537444,1.722766598,0.06140262,4.35771986,0.802223523,1.401354784,1.279221246,0.929947583,2.364066194
Kidd Cay,2005,m,0,59,4.2,1.770852012,0.716003344,4.077537444,1.435084525,-0.042137972,3.268289895,0.802223523,0.215918713,-0.877874417,-0.964713226,0
Kidd Cay,2005,m,0,59,5.25,1.770852012,0.795880017,4.077537444,1.658228077,0.037738702,4.085362369,0.802223523,1.104995766,0.78622295,0.456282381,0
Kidd Cay,2005,m,0,59,5.2,1.770852012,0.792391689,4.077537444,1.648658626,0.034250374,4.046454156,0.802223523,1.062658764,0.713549452,0.388615923,0
Kidd Cay,2005,m,1,60,4.7,1.77815125,0.755874856,4.094344562,1.547562509,-0.019672499,3.450114283,0.997269358,0.639288738,-0.409843729,-0.648496899,2.364066194
Kidd Cay,2005,m,0,60,3.74,1.77815125,0.675778342,4.094344562,1.319085611,-0.099769013,2.745410089,0.997269358,-0.17358171,-2.078521104,-1.87406941,0
Kidd Cay,2005,m,0,60,4.37,1.77815125,0.729974286,4.094344562,1.474763009,-0.045573069,3.207872216,0.997269358,0.359864522,-0.949438938,-1.06978745,0
Kidd Cay,2005,m,0,61,5.69,1.785329835,0.825426118,4.110873864,1.738710248,0.03276044,3.943946566,1.192315194,1.477561389,0.682509158,0.210341853,0
Kidd Cay,2005,m,0,61,4.48,1.785329835,0.738780558,4.110873864,1.499623046,-0.05388512,3.105251426,1.192315194,0.453005927,-1.122606667,-1.248258389,0
Kidd Cay,2005,m,0,61,5.3,1.785329835,0.799340549,4.110873864,1.667706821,0.006674871,3.673623339,1.192315194,1.147332769,0.139059819,-0.259785498,0
Kidd Cay,2005,m,0,61,5.83,1.785329835,0.834420704,4.110873864,1.763017,0.041755026,4.040985673,1.192315194,1.596104996,0.869896367,0.379105518,0
Kidd Cay,2005,m,0,61,5.04,1.785329835,0.781036939,4.110873864,1.617406082,-0.01162874,3.493407854,1.192315194,0.927180356,-0.242265417,-0.573203732,0
Kidd Cay,2005,m,1,61,4.55,1.785329835,0.744292983,4.110873864,1.515127233,-0.048372695,3.15377098,1.192315194,0.512277731,-1.007764479,-1.163876557,2.364066194
Kidd Cay,2005,m,0,61,5.8,1.785329835,0.832508913,4.110873864,1.757857918,0.039843235,4.020191578,1.192315194,1.570702794,0.830067388,0.342941875,0
Kidd Cay,2005,m,0,62,4.5,1.792391689,0.740362689,4.127134385,1.504077397,-0.069142953,2.947946331,1.38736103,0.469940728,-1.440478188,-1.521832467,0
Kidd Cay,2005,m,0,62,6.36,1.792391689,0.866877814,4.127134385,1.850028377,0.057372172,4.166430815,1.38736103,2.044877223,1.19525359,0.597270983,0
Kidd Cay,2005,m,0,62,5.4,1.792391689,0.806179974,4.127134385,1.686398954,-0.003325668,3.537535598,1.38736103,1.232006774,-0.06928475,-0.49645983,0
Kidd Cay,2005,m,1,62,5.4,1.792391689,0.806179974,4.127134385,1.686398954,-0.003325668,3.537535598,1.38736103,1.232006774,-0.06928475,-0.49645983,2.364066194
Kidd Cay,2005,m,1,62,5.35,1.792391689,0.802773725,4.127134385,1.677096561,-0.006731917,3.504780638,1.38736103,1.189669771,-0.140248271,-0.553424977,2.364066194
Kidd Cay,2005,m,0,63,4.15,1.799340549,0.711807229,4.143134726,1.423108334,-0.114268926,2.571790944,1.582406866,0.17358171,-2.380602625,-2.176015749,0
Kidd Cay,2005,m,0,64,6,1.806179974,0.84509804,4.158883083,1.791759469,0.002712336,3.520458052,1.777452701,1.740050804,0.056507,-0.526159909,0
Kidd Cay,2005,m,1,64,5.4,1.806179974,0.806179974,4.158883083,1.686398954,-0.03620573,3.168412247,1.777452701,1.232006774,-0.754286042,-1.138413483,2.364066194
Kidd Cay,2005,m,0,66,6.4,1.819543936,0.86923172,4.189654742,1.85629799,-0.00502219,3.374749852,2.167544373,2.078746825,-0.104628958,-0.779565475,0
Kidd Cay,2006,m,0,40,1.4,1.602059991,0.380211242,3.688879454,0.336472237,0.008934086,4.362013136,-2.647747896,-2.138166895,0.212716326,-0.00704393,0
Kidd Cay,2006,m,1,41,1.6,1.612783857,0.414973348,3.713572067,0.470003629,0.017324621,4.587226807,-2.482758621,-2.001367989,0.412490984,0.390860083,2.352941176
Kidd Cay,2006,m,0,42,2,1.62324929,0.477121255,3.737669618,0.693147181,0.053736479,5.286913203,-2.317769345,-1.727770178,1.279439982,1.627055129,0
Kidd Cay,2006,m,0,42,1.5,1.62324929,0.397940009,3.737669618,0.405465108,-0.025444767,3.965184902,-2.317769345,-2.069767442,-0.605827781,-0.708153883,0
Kidd Cay,2006,m,0,42,1.7,1.62324929,0.431363764,3.737669618,0.530628251,0.007978989,4.493876223,-2.317769345,-1.932968536,0.189975921,0.225929722,0
Kidd Cay,2006,m,1,42,1.8,1.62324929,0.447158031,3.737669618,0.587786665,0.023773256,4.758221883,-2.317769345,-1.864569083,0.566029901,0.692971524,2.352941176
Kidd Cay,2006,m,0,44,2,1.643452676,0.477121255,3.784189634,0.693147181,0.004053366,4.519984784,-1.987790794,-1.727770178,0.096508704,0.272057922,0
Kidd Cay,2006,m,0,44,2.3,1.643452676,0.51851394,3.784189634,0.832909123,0.045446051,5.197982501,-1.987790794,-1.522571819,1.082048827,1.469933748,0
Kidd Cay,2006,m,0,44,2.5,1.643452676,0.544068044,3.784189634,0.916290732,0.071000155,5.649980979,-1.987790794,-1.385772914,1.690479886,2.268517632,0
Kidd Cay,2006,m,1,44,1.3,1.643452676,0.361727836,3.784189634,0.262364264,-0.111340053,2.937990109,-1.987790794,-2.206566347,-2.650953646,-2.522985673,2.352941176
Kidd Cay,2006,m,0,45,2.1,1.653212514,0.491361694,3.80666249,0.741937345,-0.005707078,4.399926077,-1.822801518,-1.659370725,-0.135882816,0.059940066,0
Kidd Cay,2006,m,0,45,2.2,1.653212514,0.505149978,3.80666249,0.78845736,0.008081206,4.609446367,-1.822801518,-1.590971272,0.192409671,0.430117256,0
Kidd Cay,2006,m,1,45,2,1.653212514,0.477121255,3.80666249,0.693147181,-0.019947517,4.190405788,-1.822801518,-1.727770178,-0.474940891,-0.310237124,2.352941176
Kidd Cay,2006,m,0,45,2.25,1.653212514,0.511883361,3.80666249,0.810930216,0.014814589,4.714206511,-1.822801518,-1.556771546,0.352728306,0.615205851,0
Kidd Cay,2006,m,1,46,2.1,1.662757832,0.491361694,3.828641396,0.741937345,-0.029180426,4.08589502,-1.657812242,-1.659370725,-0.694772057,-0.494885124,2.352941176
Kidd Cay,2006,m,1,47,2.4,1.672097858,0.531478917,3.850147602,0.875468737,-0.012031709,4.34322774,-1.492822967,-1.454172367,-0.286469256,-0.040233674,2.352941176
Kidd Cay,2006,m,1,47,2.6,1.672097858,0.556302501,3.850147602,0.955511445,0.012791875,4.705163385,-1.492822967,-1.317373461,0.304568452,0.599228596,2.352941176
Kidd Cay,2006,m,0,47,2.1,1.672097858,0.491361694,3.850147602,0.741937345,-0.052148932,3.800324273,-1.492822967,-1.659370725,-1.241641237,-0.99942708,0
Kidd Cay,2006,m,1,48,2.3,1.681241237,0.51851394,3.871201011,0.832909123,-0.047481608,3.877262024,-1.327833691,-1.522571819,-1.130514474,-0.863494657,2.352941176
Kidd Cay,2006,m,0,48,2.6,1.681241237,0.556302501,3.871201011,0.955511445,-0.009693047,4.382991853,-1.327833691,-1.317373461,-0.230786834,0.030020942,0
Kidd Cay,2006,m,0,48,2.6,1.681241237,0.556302501,3.871201011,0.955511445,-0.009693047,4.382991853,-1.327833691,-1.317373461,-0.230786834,0.030020942,0
Kidd Cay,2006,m,1,49,3.5,1.69019608,0.653212514,3.891820298,1.252762968,0.065195684,5.50422901,-1.162844415,-0.701778386,1.552278187,2.011005318,2.352941176
Kidd Cay,2006,m,0,49,3,1.69019608,0.602059991,3.891820298,1.098612289,0.014043161,4.71791058,-1.162844415,-1.04377565,0.334360986,0.621750141,0
Kidd Cay,2006,m,1,49,2.3,1.69019608,0.51851394,3.891820298,0.832909123,-0.06950289,3.617064778,-1.162844415,-1.522571819,-1.654830715,-1.323207106,2.352941176
Kidd Cay,2006,m,0,49,2.5,1.69019608,0.544068044,3.891820298,0.916290732,-0.043948786,3.93159215,-1.162844415,-1.385772914,-1.046399656,-0.767505036,0
Kidd Cay,2006,m,1,49,2.7,1.69019608,0.568201724,3.891820298,0.993251773,-0.019815106,4.246119522,-1.162844415,-1.248974008,-0.471788235,-0.211802965,2.352941176
Kidd Cay,2006,m,0,50,3.6,1.698970004,0.662757832,3.912023005,1.280933845,0.053164625,5.288976049,-0.997855139,-0.633378933,1.265824395,1.630699734,0
Kidd Cay,2006,m,0,51,2.7,1.707570176,0.568201724,3.931825633,0.993251773,-0.062540577,3.710725982,-0.832865864,-1.248974008,-1.489061358,-1.157727948,0
Kidd Cay,2006,m,0,51,4.2,1.707570176,0.716003344,3.931825633,1.435084525,0.085261043,5.772240416,-0.832865864,-0.222982216,2.030024823,2.484523703,0
Kidd Cay,2006,m,0,51,4.5,1.707570176,0.740362689,3.931825633,1.504077397,0.109620388,6.184543303,-0.832865864,-0.017783858,2.610009248,3.212974033,0
Kidd Cay,2006,m,0,51,3.2,1.707570176,0.62324929,3.931825633,1.16315081,-0.007493011,4.39789746,-0.832865864,-0.906976744,-0.178405016,0.056355936,0
Kidd Cay,2006,m,1,52,5.1,1.716003344,0.785329835,3.951243719,1.62924054,0.133849128,6.565290623,-0.667876588,0.392612859,3.186884001,3.885672479,2.352941176
Kidd Cay,2006,m,1,52,2.8,1.716003344,0.579783597,3.951243719,1.029619417,-0.07169711,3.604473283,-0.667876588,-1.180574555,-1.707074056,-1.345453563,2.352941176
Kidd Cay,2006,m,1,52,5,1.716003344,0.77815125,3.951243719,1.609437912,0.126670543,6.436559434,-0.667876588,0.324213406,3.015965319,3.658232216,2.352941176
Kidd Cay,2006,m,1,52,3.3,1.716003344,0.633468456,3.951243719,1.193922468,-0.018012251,4.248129227,-0.667876588,-0.838577291,-0.428863129,-0.20825225,2.352941176
Kidd Cay,2006,m,0,52,3.4,1.716003344,0.643452676,3.951243719,1.223775432,-0.008028031,4.376860415,-0.667876588,-0.770177839,-0.191143583,0.019188013,0
Kidd Cay,2006,m,1,52,4,1.716003344,0.698970004,3.951243719,1.386294361,0.047489297,5.149247547,-0.667876588,-0.359781122,1.130697556,1.383829589,2.352941176
Kidd Cay,2006,m,1,53,3.8,1.72427587,0.681241237,3.970291914,1.335001067,0.009417166,4.587723509,-0.502887312,-0.496580027,0.224218235,0.391737648,2.352941176
Kidd Cay,2006,m,1,53,3.1,1.72427587,0.612783857,3.970291914,1.131402111,-0.059040215,3.742616547,-0.502887312,-0.975376197,-1.4057194,-1.101384193,2.352941176
Kidd Cay,2006,m,0,53,3.5,1.72427587,0.653212514,3.970291914,1.252762968,-0.018611558,4.225534811,-0.502887312,-0.701778386,-0.443132327,-0.248171712,0
Kidd Cay,2006,m,1,53,2.8,1.72427587,0.579783597,3.970291914,1.029619417,-0.092040475,3.380427849,-0.502887312,-1.180574555,-2.191439878,-1.741293554,2.352941176
Kidd Cay,2006,m,0,53,4.1,1.72427587,0.707570176,3.970291914,1.410986974,0.035746105,4.949912207,-0.502887312,-0.291381669,0.851097728,1.031647009,0
Kidd Cay,2006,m,0,53,3.8,1.72427587,0.681241237,3.970291914,1.335001067,0.009417166,4.587723509,-0.502887312,-0.496580027,0.224218235,0.391737648,0
Kidd Cay,2006,m,0,54,3.5,1.73239376,0.653212514,3.988984047,1.252762968,-0.03857465,3.9676423,-0.337898037,-0.701778386,-0.91844405,-0.703812191,0
